order_id,customer_id,material_id,machine_id,product_id,customer_name,layer_count,surface_finish,start_date,end_date,deadline_date,shipping_date,quantity_requested,quantity_started,quantity_scrapped,quantity_remade,quantity_shipped,material_cost_usd,labor_cost_usd,maintenance_cost_usd,sales_price_per_board_usd,production_duration_days,is_delayed,delay_days,remake_needed,scrap_reason
ORD-2130,CUST-0041,MAT-006,MC-022,PROD-010,DigitalMulti,6,Hard Gold,10/25/2025,11/17/2025,11/30/2025,11/17/2025,50,57,0,0,50,177.53,113.96,28.59,102.07,23,0,0,0,
ORD-2131,CUST-0013,MAT-004,MC-008,PROD-024,ProComponent,12,Immersion Gold,6/11/2025,6/26/2025,7/15/2025,6/26/2025,57,69,1,0,57,110.19,81.72,45.31,99.26,15,0,0,0,Drill offset
ORD-2132,CUST-0286,MAT-005,MC-015,PROD-003,Quantum Electronics,4,OSP,8/18/2025,9/16/2025,9/21/2025,9/16/2025,60,72,3,0,60,79.37,91.2,39.47,46.64,29,0,0,0,Delamination
ORD-2133,CUST-0149,MAT-004,MC-002,PROD-038,Fabrication Group,24,OSP,8/11/2025,8/22/2025,9/14/2025,8/22/2025,21,24,1,0,21,43.88,104.3,29.87,58.91,11,0,0,0,AOI defect
ORD-2134,CUST-0204,MAT-001,MC-031,PROD-045,Power Systems,30,Hard Gold,8/27/2025,9/3/2025,10/1/2025,9/3/2025,27,34,0,0,27,25.38,102.81,57.43,99.05,7,0,0,0,
ORD-2135,CUST-0230,MAT-001,MC-032,PROD-034,Phoenix Industries,20,Immersion Gold,8/10/2025,9/4/2025,9/19/2025,9/4/2025,39,46,1,0,39,29.32,133.99,41.3,97.55,25,0,0,0,Drill offset
ORD-2136,CUST-0067,MAT-001,MC-035,PROD-035,Atlas Assembly Global,20,Hard Gold,5/14/2025,6/12/2025,6/13/2025,6/11/2025,29,36,3,0,29,14.44,127.4,41.96,104.43,29,0,0,0,Contamination
ORD-2137,CUST-0126,MAT-002,MC-021,PROD-041,Signal Inc,30,ENIG,3/18/2025,4/13/2025,4/16/2025,4/13/2025,26,32,2,0,26,33.13,89.71,57.49,99.06,26,0,0,0,Short circuit
ORD-2138,CUST-0248,MAT-002,MC-008,PROD-030,Interface Group,16,Hard Gold,11/17/2025,12/11/2025,12/26/2025,12/11/2025,35,42,0,0,35,51.28,96.64,47.55,93.21,24,0,0,0,
ORD-2139,CUST-0139,MAT-004,MC-020,PROD-012,Beta Solutions Manufacturing,8,HASL,3/6/2025,3/30/2025,4/8/2025,3/30/2025,42,51,1,0,42,38.87,85.92,51.66,51.4,24,0,0,0,Delamination
ORD-2140,CUST-0312,MAT-004,MC-035,PROD-028,Semi Corp,16,OSP,2/27/2025,3/9/2025,4/5/2025,4/12/2025,49,59,0,0,49,48.89,81.39,30.83,77.5,10,1,7,0,
ORD-2141,CUST-0237,MAT-004,MC-013,PROD-034,Nexus LLC,20,Immersion Gold,2/22/2025,3/21/2025,3/24/2025,3/21/2025,33,38,1,0,33,45.02,77.52,25.33,85.35,27,0,0,0,Over-etch
ORD-2142,CUST-0086,MAT-004,MC-015,PROD-037,InterfaceHoldings,24,HASL,8/24/2025,9/21/2025,9/20/2025,9/19/2025,46,58,2,0,46,101.28,83.31,27.97,66.01,28,0,0,0,Delamination
ORD-2143,CUST-0106,MAT-003,MC-003,PROD-029,CircuitSystems,16,Immersion Gold,5/8/2025,5/23/2025,6/15/2025,5/23/2025,56,71,1,0,56,135.69,110.31,39.48,104.66,15,0,0,0,Delamination
ORD-2144,CUST-0339,MAT-002,MC-019,PROD-036,ApexChip,24,ENIG,5/1/2025,5/27/2025,5/29/2025,5/26/2025,56,67,1,0,56,67.29,122.38,62.48,40.22,26,0,0,0,Drill offset
ORD-2145,CUST-0193,MAT-003,MC-016,PROD-021,Circuit Systems,12,ENIG,7/15/2025,8/10/2025,8/23/2025,8/10/2025,24,28,0,0,24,52.41,83.62,23.31,105.4,26,0,0,0,
ORD-2146,CUST-0126,MAT-001,MC-009,PROD-005,Signal Inc,4,Hard Gold,3/18/2025,3/29/2025,4/23/2025,3/29/2025,53,62,6,0,53,48.08,85.12,25.62,61.22,11,0,0,0,AOI defect
ORD-2147,CUST-0045,MAT-003,MC-009,PROD-003,Delta Solutions,4,OSP,7/20/2025,8/17/2025,8/20/2025,8/17/2025,49,60,1,0,49,105.69,80.05,29.64,82.8,28,0,0,0,Delamination
ORD-2148,CUST-0152,MAT-001,MC-015,PROD-041,Fast AS,30,ENIG,11/26/2025,12/15/2025,12/23/2025,12/15/2025,22,25,0,0,22,7.27,76.29,26.07,53.04,19,0,0,0,
ORD-2149,CUST-0047,MAT-004,MC-014,PROD-041,PCBTechnologies,30,ENIG,4/24/2025,5/5/2025,5/24/2025,5/5/2025,56,71,0,0,56,143.43,63.56,26.71,62.17,11,0,0,0,
ORD-2150,CUST-0235,MAT-004,MC-020,PROD-017,Solutions Solutions,10,HASL,11/17/2025,12/7/2025,12/27/2025,1/2/2026,32,37,1,0,32,68.3,81.22,35.94,51.61,20,1,6,0,Over-etch
ORD-2151,CUST-0070,MAT-003,MC-029,PROD-007,Wave LLC,6,HASL,1/5/2025,1/26/2025,2/12/2025,1/26/2025,29,33,3,0,29,14.68,111.87,50.58,47.14,21,0,0,0,Contamination
ORD-2152,CUST-0154,MAT-003,MC-025,PROD-045,Data AB,30,Hard Gold,3/13/2025,3/21/2025,4/21/2025,3/21/2025,26,30,2,0,26,52.48,134.71,72.96,114.59,8,0,0,0,Contamination
ORD-2153,CUST-0344,MAT-003,MC-021,PROD-032,SysSA,20,HASL,4/20/2025,5/7/2025,5/21/2025,5/7/2025,33,38,0,0,33,49.66,133.33,66.44,102.13,17,0,0,0,
ORD-2154,CUST-0246,MAT-002,MC-021,PROD-043,Multi Solutions,30,OSP,2/25/2025,3/25/2025,4/3/2025,3/25/2025,38,44,2,0,38,62.77,122.95,65.84,66.13,28,0,0,0,Over-etch
ORD-2155,CUST-0011,MAT-003,MC-003,PROD-001,Gamma Industries,4,ENIG,3/20/2025,4/18/2025,4/25/2025,4/18/2025,38,45,4,0,38,84.5,101.89,38.58,99.37,29,0,0,0,Short circuit
ORD-2156,CUST-0269,MAT-002,MC-029,PROD-013,ControlSA,8,OSP,8/26/2025,9/24/2025,10/5/2025,9/24/2025,33,41,0,0,33,20.81,82.83,45.79,55.26,29,0,0,0,
ORD-2157,CUST-0180,MAT-002,MC-006,PROD-014,Hyper Fabrication AB,8,Immersion Gold,11/18/2025,12/1/2025,12/13/2025,12/1/2025,40,49,1,0,40,67.7,97.0,45.83,119.21,13,0,0,0,Short circuit
ORD-2158,CUST-0255,MAT-005,MC-029,PROD-032,Wave Holdings,20,HASL,11/14/2025,11/29/2025,12/10/2025,11/29/2025,27,32,2,0,27,45.94,96.05,54.23,74.1,15,0,0,0,Drill offset
ORD-2159,CUST-0017,MAT-001,MC-021,PROD-038,Inno Industries,24,OSP,7/14/2025,7/24/2025,8/18/2025,7/24/2025,34,39,0,0,34,42.3,113.67,59.63,57.75,10,0,0,0,
ORD-2160,CUST-0222,MAT-002,MC-032,PROD-010,Meta SpA,6,Hard Gold,9/10/2025,10/2/2025,10/19/2025,10/2/2025,22,26,2,0,22,26.78,91.02,29.82,102.27,22,0,0,0,Drill offset
ORD-2161,CUST-0226,MAT-006,MC-011,PROD-040,GammaData,24,Hard Gold,5/10/2025,5/20/2025,6/8/2025,5/20/2025,47,59,0,0,47,103.87,55.08,35.2,44.75,10,0,0,0,
ORD-2162,CUST-0145,MAT-004,MC-029,PROD-005,BetaInterface,4,Hard Gold,3/26/2025,4/15/2025,4/27/2025,4/15/2025,52,60,6,0,52,63.73,124.89,61.21,73.9,20,0,0,0,Contamination
ORD-2163,CUST-0060,MAT-004,MC-029,PROD-018,Logic Holdings,10,OSP,1/1/2025,1/12/2025,1/26/2025,1/12/2025,53,61,1,0,53,169.96,108.62,53.69,55.64,11,0,0,0,AOI defect
ORD-2164,CUST-0259,MAT-002,MC-009,PROD-025,ConnectSA,12,Hard Gold,1/15/2025,1/24/2025,2/10/2025,1/24/2025,26,30,0,0,26,20.49,91.51,33.43,64.02,9,0,0,0,
ORD-2165,CUST-0044,MAT-004,MC-034,PROD-038,Apex Flex Inc,24,OSP,10/6/2025,10/24/2025,11/11/2025,10/24/2025,27,33,3,0,27,61.13,87.22,61.04,84.9,18,0,0,0,Short circuit
ORD-2166,CUST-0067,MAT-006,MC-013,PROD-034,Atlas Assembly Global,20,Immersion Gold,5/22/2025,6/6/2025,6/29/2025,6/6/2025,32,39,4,0,32,108.98,71.52,23.3,81.97,15,0,0,0,Drill offset
ORD-2167,CUST-0284,MAT-001,MC-028,PROD-041,SuperiorData,30,ENIG,10/23/2025,11/12/2025,11/20/2025,11/12/2025,50,57,4,0,50,49.17,56.81,45.45,49.32,20,0,0,0,Drill offset
ORD-2168,CUST-0222,MAT-004,MC-002,PROD-042,Meta SpA,30,HASL,6/16/2025,7/13/2025,7/19/2025,7/13/2025,49,57,0,0,49,137.18,107.37,24.85,96.6,27,0,0,0,
ORD-2169,CUST-0332,MAT-002,MC-032,PROD-021,AlphaFabrication,12,ENIG,9/19/2025,10/6/2025,10/19/2025,10/24/2025,20,23,0,0,20,23.26,68.9,22.57,91.73,17,1,5,0,
ORD-2170,CUST-0094,MAT-001,MC-020,PROD-043,Max Industries,30,OSP,7/16/2025,8/12/2025,8/12/2025,8/9/2025,45,57,1,0,45,52.84,112.5,59.63,84.52,27,0,0,0,Short circuit
ORD-2171,CUST-0085,MAT-001,MC-003,PROD-033,MetaLayer,20,OSP,5/14/2025,6/5/2025,6/23/2025,6/5/2025,44,56,4,0,44,23.96,71.35,24.62,54.64,22,0,0,0,AOI defect
ORD-2172,CUST-0064,MAT-001,MC-013,PROD-004,Ultra Board GmbH,4,Immersion Gold,9/17/2025,10/8/2025,10/12/2025,10/19/2025,57,70,3,0,57,82.37,73.46,25.17,119.04,21,1,7,0,Over-etch
ORD-2173,CUST-0154,MAT-004,MC-031,PROD-041,Data AB,30,ENIG,8/1/2025,8/13/2025,8/29/2025,8/30/2025,33,40,1,0,33,98.29,112.67,58.39,90.47,12,1,1,0,Over-etch
ORD-2174,CUST-0038,MAT-001,MC-011,PROD-039,Rigid Solutions,24,Immersion Gold,8/9/2025,8/18/2025,9/10/2025,8/18/2025,26,33,0,0,26,38.46,105.79,66.6,75.56,9,0,0,0,
ORD-2175,CUST-0047,MAT-003,MC-026,PROD-029,PCBTechnologies,16,Immersion Gold,1/27/2025,2/24/2025,2/21/2025,2/21/2025,54,66,0,0,54,159.17,140.32,30.02,64.33,28,0,0,0,
ORD-2176,CUST-0045,MAT-004,MC-022,PROD-020,Delta Solutions,10,Hard Gold,3/25/2025,4/17/2025,4/26/2025,4/17/2025,27,32,0,0,27,89.03,101.09,25.22,83.13,23,0,0,0,
ORD-2177,CUST-0305,MAT-001,MC-031,PROD-023,Precision Systems,12,OSP,2/1/2025,3/1/2025,2/28/2025,2/27/2025,36,44,0,0,36,48.42,77.0,48.53,87.65,28,0,0,0,
ORD-2178,CUST-0124,MAT-004,MC-032,PROD-042,Circuit Manufacturing,30,HASL,2/21/2025,3/18/2025,3/26/2025,3/18/2025,25,32,0,0,25,56.4,95.89,32.73,100.17,25,0,0,0,
ORD-2179,CUST-0341,MAT-005,MC-007,PROD-033,SysGmbH,20,OSP,7/22/2025,8/5/2025,8/19/2025,8/5/2025,50,62,3,0,50,140.75,87.47,40.95,43.52,14,0,0,0,Delamination
ORD-2180,CUST-0135,MAT-003,MC-006,PROD-013,Wave AS,8,OSP,11/21/2025,12/15/2025,12/23/2025,12/15/2025,35,41,1,0,35,44.67,113.26,45.85,103.83,24,0,0,0,Contamination
ORD-2181,CUST-0126,MAT-004,MC-012,PROD-008,Signal Inc,6,OSP,10/22/2025,11/20/2025,11/25/2025,11/20/2025,45,52,2,0,45,69.05,74.37,46.04,88.94,29,0,0,0,Drill offset
ORD-2182,CUST-0164,MAT-003,MC-017,PROD-045,GammaSignal,30,Hard Gold,1/15/2025,2/1/2025,2/12/2025,2/1/2025,52,62,3,0,52,150.95,94.84,37.74,106.04,17,0,0,0,Over-etch
ORD-2183,CUST-0278,MAT-002,MC-019,PROD-005,Manufacturing GmbH,4,Hard Gold,6/18/2025,7/3/2025,7/25/2025,7/3/2025,54,63,1,0,54,64.15,106.97,63.57,60.68,15,0,0,0,Short circuit
ORD-2184,CUST-0255,MAT-003,MC-021,PROD-043,Wave Holdings,30,OSP,6/25/2025,7/4/2025,7/22/2025,7/4/2025,53,64,1,0,53,158.22,81.04,39.4,119.54,9,0,0,0,Over-etch
ORD-2185,CUST-0227,MAT-005,MC-024,PROD-032,Flex Holdings,20,HASL,4/22/2025,5/21/2025,5/30/2025,5/21/2025,58,72,7,0,58,108.91,76.02,57.9,54.93,29,0,0,0,Short circuit
ORD-2186,CUST-0330,MAT-004,MC-014,PROD-029,SignalAS,16,Immersion Gold,4/9/2025,4/16/2025,5/9/2025,4/16/2025,40,49,3,0,40,109.45,89.0,36.57,89.3,7,0,0,0,Contamination
ORD-2187,CUST-0256,MAT-002,MC-015,PROD-044,Premier Solutions LLC,30,Immersion Gold,6/21/2025,7/16/2025,7/29/2025,7/16/2025,22,28,0,0,22,23.16,126.75,42.55,114.51,25,0,0,0,
ORD-2188,CUST-0137,MAT-003,MC-015,PROD-042,ElectroSolutions,30,HASL,2/17/2025,3/13/2025,3/15/2025,3/13/2025,28,35,0,0,28,76.59,95.85,35.74,47.75,24,0,0,0,
ORD-2189,CUST-0211,MAT-006,MC-001,PROD-011,Digi Solutions,8,ENIG,2/9/2025,3/7/2025,3/11/2025,3/7/2025,46,56,2,0,46,176.34,103.49,29.68,83.07,26,0,0,0,Delamination
ORD-2190,CUST-0277,MAT-006,MC-011,PROD-016,TechModule,10,ENIG,10/8/2025,10/27/2025,11/11/2025,10/27/2025,57,68,1,0,57,93.58,118.42,55.75,104.29,19,0,0,0,Over-etch
ORD-2191,CUST-0068,MAT-002,MC-035,PROD-030,ApexFabrication,16,Hard Gold,1/4/2025,2/1/2025,2/13/2025,2/1/2025,59,69,0,0,59,77.85,94.76,29.59,68.1,28,0,0,0,
ORD-2192,CUST-0087,MAT-002,MC-003,PROD-033,SwiftLogic,20,OSP,2/3/2025,2/27/2025,3/12/2025,2/27/2025,47,58,6,0,47,30.95,133.57,41.43,48.0,24,0,0,0,Over-etch
ORD-2193,CUST-0106,MAT-004,MC-009,PROD-026,CircuitSystems,16,ENIG,7/11/2025,7/18/2025,8/14/2025,7/18/2025,43,53,0,0,43,89.57,91.28,34.52,63.47,7,0,0,0,
ORD-2194,CUST-0314,MAT-003,MC-004,PROD-012,SuperModule,8,HASL,5/13/2025,6/2/2025,6/22/2025,6/2/2025,37,46,1,0,37,93.05,68.54,29.46,103.24,20,0,0,0,Drill offset
ORD-2195,CUST-0141,MAT-001,MC-021,PROD-034,Board SpA,20,Immersion Gold,5/14/2025,6/8/2025,6/22/2025,6/8/2025,43,52,1,0,43,52.97,114.03,69.55,80.51,25,0,0,0,AOI defect
ORD-2196,CUST-0073,MAT-006,MC-019,PROD-006,Solutions Ltd,6,ENIG,8/14/2025,9/2/2025,9/20/2025,9/2/2025,28,33,0,0,28,87.23,80.29,45.19,48.67,19,0,0,0,
ORD-2197,CUST-0214,MAT-001,MC-036,PROD-001,Mega Board SA,4,ENIG,8/20/2025,9/17/2025,9/27/2025,9/17/2025,58,69,0,0,58,20.76,66.6,33.63,100.96,28,0,0,0,
ORD-2198,CUST-0252,MAT-001,MC-031,PROD-001,MetaSignal,4,ENIG,6/16/2025,7/5/2025,7/11/2025,7/5/2025,50,59,4,0,50,28.35,110.95,69.74,112.86,19,0,0,0,AOI defect
ORD-2199,CUST-0136,MAT-006,MC-006,PROD-045,PCB Corp,30,Hard Gold,10/27/2025,11/4/2025,11/21/2025,11/4/2025,36,44,0,0,36,32.99,118.56,40.94,78.5,8,0,0,0,
ORD-2200,CUST-0137,MAT-004,MC-019,PROD-034,ElectroSolutions,20,Immersion Gold,6/18/2025,7/9/2025,7/13/2025,7/9/2025,28,33,3,0,28,48.9,124.8,67.42,61.05,21,0,0,0,Delamination
ORD-2201,CUST-0275,MAT-005,MC-013,PROD-042,Sys Holdings,30,HASL,3/26/2025,4/8/2025,4/28/2025,4/8/2025,47,54,2,0,47,64.42,98.14,30.89,98.36,13,0,0,0,AOI defect
ORD-2202,CUST-0226,MAT-006,MC-029,PROD-004,GammaData,4,Immersion Gold,11/18/2025,12/6/2025,12/21/2025,12/6/2025,23,28,1,0,23,37.13,73.82,35.39,100.09,18,0,0,0,Short circuit
ORD-2203,CUST-0335,MAT-004,MC-027,PROD-009,Plus Ltd,6,Immersion Gold,7/9/2025,7/17/2025,8/16/2025,7/17/2025,43,54,0,0,43,58.56,102.02,46.97,109.59,8,0,0,0,
ORD-2204,CUST-0112,MAT-002,MC-026,PROD-017,HyperInterface,10,HASL,10/3/2025,10/19/2025,11/12/2025,10/19/2025,27,31,3,0,27,24.85,118.56,29.6,56.5,16,0,0,0,Drill offset
ORD-2205,CUST-0070,MAT-004,MC-011,PROD-036,Wave LLC,24,ENIG,8/21/2025,9/14/2025,9/27/2025,9/14/2025,30,36,4,0,30,93.51,73.45,47.51,83.43,24,0,0,0,Over-etch
ORD-2206,CUST-0081,MAT-004,MC-020,PROD-028,Sigma Systems,16,OSP,10/3/2025,10/20/2025,11/3/2025,11/8/2025,58,73,2,0,58,207.03,120.36,65.06,83.63,17,1,5,0,Delamination
ORD-2207,CUST-0093,MAT-002,MC-005,PROD-007,ChipIndustries,6,HASL,10/9/2025,10/25/2025,11/3/2025,11/10/2025,59,75,0,0,59,84.92,91.82,38.15,45.53,16,1,7,0,
ORD-2208,CUST-0081,MAT-003,MC-013,PROD-014,Sigma Systems,8,Immersion Gold,11/15/2025,12/5/2025,12/21/2025,12/5/2025,50,61,0,0,50,53.38,141.97,41.4,60.93,20,0,0,0,
ORD-2209,CUST-0046,MAT-004,MC-009,PROD-001,QuantumLogic,4,ENIG,6/27/2025,7/19/2025,7/28/2025,7/19/2025,54,63,1,0,54,26.36,117.82,36.83,104.04,22,0,0,0,AOI defect
ORD-2210,CUST-0093,MAT-005,MC-002,PROD-022,ChipIndustries,12,HASL,8/8/2025,9/5/2025,9/10/2025,9/5/2025,58,67,3,0,58,154.33,98.68,24.93,86.91,28,0,0,0,Over-etch
ORD-2211,CUST-0334,MAT-005,MC-020,PROD-030,Digital Logic Systems,16,Hard Gold,7/5/2025,8/3/2025,8/3/2025,8/3/2025,58,67,1,0,58,68.98,82.45,47.66,70.15,29,0,0,0,Over-etch
ORD-2212,CUST-0044,MAT-004,MC-020,PROD-008,Apex Flex Inc,6,OSP,1/3/2025,1/18/2025,2/1/2025,1/18/2025,58,71,2,0,58,130.87,68.54,38.23,85.44,15,0,0,0,Short circuit
ORD-2213,CUST-0074,MAT-006,MC-015,PROD-032,Swift Global,20,HASL,2/4/2025,2/17/2025,3/6/2025,2/17/2025,55,67,2,0,55,165.85,91.02,38.07,51.66,13,0,0,0,Over-etch
ORD-2214,CUST-0040,MAT-001,MC-010,PROD-014,MultiGmbH,8,Immersion Gold,1/4/2025,2/2/2025,2/10/2025,2/2/2025,20,23,1,0,20,6.82,123.52,44.58,90.51,29,0,0,0,AOI defect
ORD-2215,CUST-0329,MAT-002,MC-006,PROD-034,Micro Technologies,20,Immersion Gold,8/18/2025,8/31/2025,9/23/2025,8/31/2025,50,62,5,0,50,36.39,113.0,49.41,84.24,13,0,0,0,Delamination
ORD-2216,CUST-0334,MAT-004,MC-010,PROD-017,Digital Logic Systems,10,HASL,11/21/2025,12/13/2025,12/24/2025,12/13/2025,35,43,3,0,35,37.05,94.53,30.56,87.1,22,0,0,0,AOI defect
ORD-2217,CUST-0067,MAT-006,MC-032,PROD-011,Atlas Assembly Global,8,ENIG,10/26/2025,11/16/2025,12/2/2025,11/16/2025,26,30,3,0,26,44.95,134.01,39.49,116.2,21,0,0,0,AOI defect
ORD-2218,CUST-0044,MAT-006,MC-021,PROD-035,Apex Flex Inc,20,Hard Gold,7/15/2025,8/4/2025,8/21/2025,8/4/2025,24,28,0,0,24,18.23,118.59,67.44,69.68,20,0,0,0,
ORD-2219,CUST-0065,MAT-002,MC-015,PROD-018,SignalGmbH,10,OSP,11/23/2025,11/30/2025,1/1/2026,11/30/2025,25,31,1,0,25,22.72,133.15,44.45,61.51,7,0,0,0,Delamination
ORD-2220,CUST-0291,MAT-001,MC-009,PROD-024,Multi International,12,Immersion Gold,8/2/2025,8/22/2025,9/9/2025,8/22/2025,53,65,1,0,53,50.84,95.4,30.09,85.17,20,0,0,0,Short circuit
ORD-2221,CUST-0235,MAT-001,MC-021,PROD-027,Solutions Solutions,16,HASL,6/13/2025,7/7/2025,7/11/2025,7/7/2025,58,70,5,0,58,72.36,58.61,37.97,104.23,24,0,0,0,Drill offset
ORD-2222,CUST-0191,MAT-002,MC-033,PROD-001,Omega SA,4,ENIG,6/12/2025,7/11/2025,7/14/2025,7/11/2025,49,62,2,0,49,23.56,131.77,40.63,68.68,29,0,0,0,AOI defect
ORD-2223,CUST-0265,MAT-001,MC-010,PROD-022,Power Corp,12,HASL,10/21/2025,10/28/2025,11/24/2025,10/28/2025,53,65,0,0,53,65.71,130.72,46.22,114.76,7,0,0,0,
ORD-2224,CUST-0243,MAT-004,MC-033,PROD-035,Mega Technologies,20,Hard Gold,12/26/2025,1/16/2026,2/4/2026,1/16/2026,49,59,2,0,49,120.2,68.54,24.58,88.17,21,0,0,0,AOI defect
ORD-2225,CUST-0056,MAT-001,MC-009,PROD-018,AtlasSystems,10,OSP,10/4/2025,10/13/2025,11/10/2025,10/13/2025,54,67,1,0,54,31.1,77.51,25.39,78.2,9,0,0,0,Delamination
ORD-2226,CUST-0044,MAT-003,MC-016,PROD-002,Apex Flex Inc,4,HASL,7/3/2025,8/2/2025,8/8/2025,8/2/2025,48,55,2,0,48,30.57,106.11,29.83,69.83,30,0,0,0,Delamination
ORD-2227,CUST-0078,MAT-001,MC-034,PROD-028,Advanced International,16,OSP,10/2/2025,10/27/2025,10/31/2025,10/27/2025,40,48,0,0,40,34.52,66.07,40.8,115.05,25,0,0,0,
ORD-2228,CUST-0093,MAT-004,MC-008,PROD-034,ChipIndustries,20,Immersion Gold,1/21/2025,2/5/2025,2/16/2025,2/5/2025,45,53,0,0,45,128.44,92.25,43.3,119.35,15,0,0,0,
ORD-2229,CUST-0122,MAT-003,MC-020,PROD-004,SysTechnologies,4,Immersion Gold,7/18/2025,7/26/2025,8/14/2025,7/26/2025,59,70,2,0,59,47.26,80.13,41.49,47.21,8,0,0,0,AOI defect
ORD-2230,CUST-0217,MAT-006,MC-022,PROD-043,PhoenixAssembly,30,OSP,12/3/2025,12/10/2025,1/12/2026,1/19/2026,44,56,2,0,44,80.93,107.28,28.69,115.9,7,1,7,0,Delamination
ORD-2231,CUST-0072,MAT-002,MC-025,PROD-022,NexusCircuit,12,HASL,2/19/2025,3/19/2025,3/18/2025,3/15/2025,43,55,2,0,43,17.12,130.9,71.24,58.19,28,0,0,0,AOI defect
ORD-2232,CUST-0267,MAT-005,MC-007,PROD-026,Inno Solutions Ltd,16,ENIG,10/26/2025,11/3/2025,12/4/2025,12/8/2025,48,55,0,0,48,98.87,90.91,48.35,78.71,8,1,4,0,
ORD-2233,CUST-0329,MAT-002,MC-033,PROD-012,Micro Technologies,8,HASL,11/27/2025,12/26/2025,1/1/2026,12/26/2025,25,32,0,0,25,40.93,75.2,24.64,77.47,29,0,0,0,
ORD-2234,CUST-0156,MAT-004,MC-026,PROD-041,HyperConnect,30,ENIG,7/19/2025,8/3/2025,8/21/2025,8/3/2025,33,42,0,0,33,58.85,128.47,26.98,103.44,15,0,0,0,
ORD-2235,CUST-0017,MAT-006,MC-011,PROD-023,Inno Industries,12,OSP,7/5/2025,8/4/2025,8/1/2025,8/4/2025,50,59,1,0,50,33.62,88.94,47.45,88.86,30,1,3,0,Short circuit
ORD-2236,CUST-0094,MAT-003,MC-006,PROD-006,Max Industries,6,ENIG,4/6/2025,4/24/2025,5/15/2025,4/24/2025,24,29,1,0,24,30.56,120.54,49.44,44.84,18,0,0,0,Contamination
ORD-2237,CUST-0145,MAT-006,MC-007,PROD-012,BetaInterface,8,HASL,10/18/2025,11/11/2025,11/19/2025,11/11/2025,47,54,0,0,47,161.37,124.68,55.55,83.77,24,0,0,0,
ORD-2238,CUST-0155,MAT-004,MC-034,PROD-036,PowerInc,24,ENIG,12/11/2025,12/30/2025,1/9/2026,12/30/2025,34,41,1,0,34,49.4,91.55,58.98,62.14,19,0,0,0,Delamination
ORD-2239,CUST-0338,MAT-006,MC-025,PROD-043,Meta Corp,30,OSP,1/12/2025,1/24/2025,2/12/2025,1/24/2025,48,59,1,0,48,126.2,93.99,58.38,101.25,12,0,0,0,Drill offset
ORD-2240,CUST-0089,MAT-005,MC-031,PROD-003,LinkSystems,4,OSP,2/16/2025,2/26/2025,3/20/2025,3/21/2025,60,75,2,0,60,207.54,94.57,51.43,71.03,10,1,1,0,Over-etch
ORD-2241,CUST-0080,MAT-001,MC-027,PROD-010,ChipLLC,6,Hard Gold,8/22/2025,9/12/2025,9/28/2025,10/4/2025,21,24,0,0,21,8.78,102.16,52.3,89.68,21,1,6,0,
ORD-2242,CUST-0044,MAT-004,MC-013,PROD-039,Apex Flex Inc,24,Immersion Gold,11/11/2025,11/20/2025,12/10/2025,11/20/2025,37,46,3,0,37,106.66,116.86,41.04,116.96,9,0,0,0,AOI defect
ORD-2243,CUST-0150,MAT-005,MC-028,PROD-014,NetGmbH,8,Immersion Gold,1/28/2025,2/14/2025,2/25/2025,2/14/2025,46,58,0,0,46,147.91,95.31,59.73,94.91,17,0,0,0,
ORD-2244,CUST-0216,MAT-004,MC-010,PROD-018,DigitalManufacturing,10,OSP,7/15/2025,8/6/2025,8/12/2025,8/6/2025,60,77,1,0,60,189.88,95.97,34.16,114.46,22,0,0,0,AOI defect
ORD-2245,CUST-0226,MAT-003,MC-025,PROD-001,GammaData,4,ENIG,9/19/2025,9/27/2025,10/14/2025,9/27/2025,43,53,1,0,43,126.33,120.63,61.46,101.83,8,0,0,0,AOI defect
ORD-2246,CUST-0186,MAT-002,MC-008,PROD-042,Plus AG,30,HASL,1/23/2025,1/31/2025,2/23/2025,1/31/2025,57,66,0,0,57,19.1,103.62,52.25,112.79,8,0,0,0,
ORD-2247,CUST-0308,MAT-005,MC-009,PROD-025,Fast Manufacturing,12,Hard Gold,12/21/2025,1/14/2026,1/26/2026,1/14/2026,41,52,0,0,41,132.96,103.1,36.82,43.66,24,0,0,0,
ORD-2248,CUST-0046,MAT-003,MC-021,PROD-023,QuantumLogic,12,OSP,6/2/2025,6/29/2025,6/27/2025,6/24/2025,23,27,1,0,23,63.52,125.02,67.57,45.9,27,0,0,0,AOI defect
ORD-2249,CUST-0326,MAT-005,MC-036,PROD-004,FlexGlobal,4,Immersion Gold,6/15/2025,7/8/2025,7/18/2025,7/8/2025,50,59,2,0,50,123.52,132.85,57.11,85.62,23,0,0,0,Drill offset
ORD-2250,CUST-0155,MAT-003,MC-014,PROD-011,PowerInc,8,ENIG,5/19/2025,6/7/2025,6/18/2025,6/7/2025,43,55,4,0,43,43.86,116.58,39.92,45.83,19,0,0,0,Drill offset
ORD-2251,CUST-0011,MAT-005,MC-014,PROD-031,Gamma Industries,20,ENIG,4/13/2025,4/23/2025,5/22/2025,4/23/2025,40,47,0,0,40,83.19,110.51,39.8,85.81,10,0,0,0,
ORD-2252,CUST-0028,MAT-001,MC-034,PROD-040,PlusBoard,24,Hard Gold,9/8/2025,10/8/2025,10/4/2025,10/1/2025,34,40,0,0,34,43.88,61.87,42.69,90.98,30,0,0,0,
